State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Sub-Category 4,Display Names,2010,2011,2012
CHHATTISGARH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,522.3,1081.8,1160.8
GOA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,217.1,499.8,540
HARYANA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,1968.2,-547,-1744.4
HIMACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,677.6,702.2,637.1
J&K,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,5206.6,4353.7,5749.9
JHARKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,271.6,603,220.5
KERALA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,3526.5,3808.8,2960.2
MAHARASHTRA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,14072.6,13897.7,15548
MANIPUR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,164.8,231.8,49.7
MEGHALAYA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,208.2,298.6,375.6
MIZORAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,1249.5,759.3,425.2
NAGALAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,466.9,864.7,811.8
PUNJAB,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,173,342.5,778.4
SIKKIM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,62,290.7,274.1
TRIPURA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,1077.8,1079.9,664.4
UTTARAKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,194.7,470.4,697.1
UTTAR PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,-8375.7,1104.6,5031
MADHYA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,0.1,0.5
ANDHRA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
ASSAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
ODISHA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
GUJARAT,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
RAJASTHAN,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,572.8,187.5,2.5
TAMIL NADU,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,1064.4,1305,1500
WEST BENGAL,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,5,NA
ARUNACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
BIHAR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,-0.1,2.9,NA
CHHATTISGARH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,300,1010,3002
GOA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,1.9,2.1,1.1
HARYANA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
HIMACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,6.5,70,NA
J&K,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
JHARKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
KERALA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,2.1,2.1,2.1
MAHARASHTRA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,185,183.9,46.4
MANIPUR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
MEGHALAYA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
MIZORAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
NAGALAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
PUNJAB,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,110,10,10
SIKKIM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
TRIPURA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
UTTARAKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,154,256.4
UTTAR PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,NA,NA,NA
MADHYA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,2711.6,1468.6,1207.3
MADHYA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,40,40,40.1
ANDHRA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,536.4,1709.2,4256.5
ANDHRA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,73.3,105.6,2000
ASSAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,0.2,1.8,NA
ASSAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,1,2
ODISHA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1876.3,4141.3,2386.1
ODISHA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,8.1,NA,NA
GUJARAT,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,4246.1,8872.8,10234.8
GUJARAT,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
RAJASTHAN,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,545.3,978.7,1533
RAJASTHAN,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,300,NA
TAMIL NADU,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,3584.7,6795.9,19022.7
TAMIL NADU,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,500,NA,NA
WEST BENGAL,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,753.4,2003.1,7958.6
WEST BENGAL,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,0.5,0.5
ARUNACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1138.7,1806.5,607.9
ARUNACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
BIHAR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1437.5,1326.1,2889.7
BIHAR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
CHHATTISGARH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,3031.7,4343.9,3735
CHHATTISGARH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
GOA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,860.4,2209.9,1681.8
GOA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,22,34,5
HARYANA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,756.8,1025.4,639.3
HARYANA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
HIMACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,2002.5,997.6,1255
HIMACHAL PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,10,59.7,NA
J&K,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,5125.9,6688.1,6572.3
J&K,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,0.4,NA,NA
JHARKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1028.7,1555.9,1336
JHARKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
KERALA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,856,1528.8,1360.2
KERALA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,25,NA
MAHARASHTRA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1399,1890.8,1631.9
MAHARASHTRA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
MANIPUR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,824,1522.7,924
MANIPUR,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
MEGHALAYA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,89.2,167.6,88
MEGHALAYA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
MIZORAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,299.5,554.7,33.1
MIZORAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
NAGALAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,862.9,983.3,925
NAGALAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
PUNJAB,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,2534.8,4983.4,5732.3
PUNJAB,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
SIKKIM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,394.3,755.4,964.3
SIKKIM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,20,80,50
TRIPURA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1119.5,2760.9,721.2
TRIPURA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
UTTARAKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,1213.7,1583.2,2920.6
UTTARAKHAND,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
UTTAR PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,7100.4,6628.2,8858.3
UTTAR PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,NA,NA,NA
MADHYA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,328.6,720.5,790.5
ANDHRA PRADESH,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,2074.2,7852.3,9852.3
ASSAM,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,,,
ODISHA,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,,,
GUJARAT,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,2429.9,6495.6,9807.9
